string_suffix,1h_rep1,1h_rep2,1h_rep3,3h_rep1,3h_rep 2,3h_rep3,5h_rep1,5h_rep 2,5h_rep3,7h_rep1,7h_rep2
YHR106W,20.0976,14.0915,21.3041,75.9253,84.1395,71.1093,131.075,131.776,162.793,153.893,191.176
YCR069W,17.5513,17.6891,20.3222,55.6116,70.1342,65.1016,75.934,80.1706,76.9062,63.1487,55.2457
YJR073C,17.6912,18.0164,19.8781,118.923,121.019,122.377,215.164,210.898,243.118,261.838,266.79
YGR206W,20.8738,16.2627,18.6976,67.1768,70.9803,62.3318,94.5191,94.6611,105.048,81.9575,80.9873
YNL240C,22.6405,16.1105,17.4568,61.4068,68.3846,64.3534,94.4907,78.2797,98.8004,83.4852,97.6907
YBR230C,19.7501,19.0771,17.414,89.9343,68.6561,109.172,179.65,256.385,163.173,337.44,240.625
YML052W,18.6037,17.6099,20.0931,19.0286,20.3045,18.6337,20.7009,15.4034,19.8089,18.3634,16.8744
YNL194C,20.433,19.5767,16.3063,20.5364,24.7875,29.8928,25.621,23.5391,26.7733,26.5902,28.4261
YCR043C,17.3472,14.4552,24.6506,141.999,139.956,146.609,224.579,244.923,259.312,265.343,262.717
YDL170W,19.8346,14.2371,22.525,164.583,155.558,155.436,313.349,360.831,326.56,326.933,307.873
YNL293W,19.1401,19.2721,18.1889,107.79,102.195,125.041,196.775,215.418,210.175,239.306,258.357
YGL155W,23.0342,16.1396,17.5534,101.818,100.418,97.5394,138.258,164.138,156.6,183.684,178.662
YHR155W,22.1676,14.5467,20.4523,103.539,118.869,111.27,283.615,298.09,278.134,289.764,271.323
YBR215W,20.5863,18.9652,17.6263,72.0348,78.5993,71.8216,66.8243,65.9867,80.4342,39.9517,35.8719
YBR044C,20.1254,17.3865,19.6969,81.8838,93.4618,80.3339,133.66,146.183,134.955,156.295,151.704
YDL239C,20.4558,15.66,21.1098,50.0099,64.7488,55.7429,91.9799,78.8381,101.101,80.9369,94.6332
YOR103C,15.9346,16.7055,24.8034,174.582,159.39,176.469,269.518,296.1,306.643,306.106,294.526
YOL159C-A,20.5613,21.2669,15.8772,68.2041,62.7749,69.1772,154.245,169.495,173.561,321.235,284.405
YMR100W,20.684,18.0968,19.1652,60.4965,70.8152,63.0086,78.7331,80.3361,84.5509,94.8668,106.025
YLR108C,20.1896,20.4048,17.3793,54.8356,55.3342,63.3164,53.5209,49.9914,55.899,49.0512,45.0018
YIR027C,18.6388,20.4667,18.893,58.2575,52.1867,57.2875,72.118,71.0576,83.5326,79.1057,81.929
YFL025C,18.8065,18.9687,20.2316,158.011,186.566,160.182,323.208,271.453,332.607,338.428,362.769
YNL221C,20.4765,19.0857,18.7013,123.355,133.668,136.643,163.457,158.559,170.582,167.15,163.007
YDR042C,20.3033,15.8273,22.201,47.8134,51.988,52.1372,90.8963,90.0716,104.599,90.3221,91.6823
YGR126W,23.7918,13.7229,20.8543,64.0807,81.0992,74.0527,117.713,104.19,135.991,109.856,117.769
YCR015C,20.8245,19.3796,18.5189,79.5312,83.4764,77.8672,120.465,136.25,136.673,156.778,136.791
YLR081W,18.755,20.2999,19.7192,44.6143,44.243,46.3901,55.7976,61.4509,61.1226,58.314,48.9001
YAL051W,25.7111,10.7943,23.1126,170.91,184.787,182.446,266.712,297.313,303.58,346.51,351.684
YLR431C,21.6733,17.527,20.707,75.0545,86.7019,92.884,122.468,128.156,156.275,146.297,155.052
YNL073W,20.2649,18.1892,21.5752,155.707,150.378,167.891,245.062,258.931,266.494,220.882,216.577
YER162C,24.1145,19.7676,16.4368,54.3706,62.9919,67.8854,59.4964,76.5363,73.9931,52.5802,46.6745
YIL002C,18.8678,19.1084,22.4864,154.556,156.181,140.402,218.018,254.419,240.976,247.781,246.555
YOL069W,21.3465,18.654,20.6608,69.7656,74.2446,63.3147,78.6324,81.5633,94.6241,80.8054,68.7157
YMR222C,19.6144,21.4544,19.6443,55.8355,57.5113,55.6545,81.0941,80.7535,91.5208,75.5106,85.603
YBR204C,21.3166,18.4442,20.9525,114.473,121.082,113.44,208.08,204.109,234.22,275.373,312.411
YBR278W,21.0858,21.9209,17.8255,67.4554,71.611,66.9909,77.086,82.2974,94.3263,70.0598,67.6404
YGR246C,19.8489,18.0618,23.0563,91.6868,92.4044,87.7538,82.9699,85.7632,91.5292,68.2001,68.3876
YMR014W,22.1689,18.9624,19.8983,110.28,98.3844,98.8631,148.672,167.157,144.815,211.452,161.241
YGR251W,21.8695,17.9681,21.3448,84.0709,84.8959,88.9089,114.499,114.326,117.899,101.226,103.36
YBR126W-A,15.1792,21.1266,24.9576,202.062,220.296,217.602,362.743,371.618,399.77,379.671,379.994
YLR018C,14.5773,15.7511,30.9538,273.615,290.011,284.424,419.875,468.803,466.268,469.82,445.566
YOL083W,19.181,19.2307,22.9105,56.2359,57.8974,67.739,84.4241,104.901,98.9199,93.403,99.6308
YJR057W,20.385,20.9393,20.2369,66.4375,75.4395,74.4586,123.967,128.882,148.058,148.903,162.163
YMR070W,18.7801,20.3984,22.5126,58.608,52.1798,68.2958,59.5174,82.1874,65.2991,74.5501,63.8117
YPR084W,24.2602,16.7072,20.7266,94.3211,105.685,89.1495,137.469,148.906,179.339,171.816,165.084
YGR174C,19.5493,17.2855,24.9143,125.237,131.222,132.898,238.272,271.019,283.596,283.062,279.137
YDR170W-A,23.7479,18.8577,19.4181,276.965,260.449,284.745,549.847,628.281,619.333,538.388,516.286
YOR386W,25.8646,17.6156,18.8312,65.028,69.8494,63.2553,69.3549,77.7266,90.1705,70.513,78.8644
YDR085C,20.6946,19.699,22.0021,57.5171,58.1792,61.6452,114.207,133.916,139.188,168.176,181.587
YMR148W,18.8006,20.625,23.0842,138.625,153.707,148.633,233.771,252.124,235.545,287.102,283.11
YPR057W,20.0004,20.531,22.3654,51.5982,56.8064,58.1281,61.6334,71.1973,70.7792,58.6574,65.1043
YKR085C,17.8874,18.0191,27.1715,114.653,143.825,118.772,185.104,181.97,212.346,158.958,190.092
YDR383C,20.0878,19.9668,23.2945,42.1614,39.0865,43.2368,54.5563,53.9548,59.0327,43.8915,42.974
YDR475C,21.2705,19.5927,22.4896,75.6728,86.0718,92.379,120.481,123.807,130.63,151.529,148.455
YGL108C,16.623,19.6233,27.3096,100.229,111.725,102.899,144.112,131.972,163.943,185.895,193.392
YOR035C,24.3053,18.5354,20.8346,115.316,134.382,133.665,173.091,186.64,208.379,190.743,199.018
YMR121C,20.8856,18.386,24.4586,150.895,194.397,154.918,297.76,229.991,336.639,362.28,457.754
YHR100C,21.4918,20.5167,21.7678,30.6483,42.7738,35.6678,55.3734,55.7213,56.7927,64.3314,70.8105
YJL153C,19.2654,20.4973,24.2484,94.2741,82.2318,102.078,212.767,220.399,203.125,779.31,693.166
YMR150C,25.9804,20.3634,17.7381,72.7906,101.713,74.5447,135.408,132.076,143.882,152.757,161.441
YBL042C,20.6916,24.2205,19.2807,122.232,120.442,128.895,94.2857,95.7585,94.525,60.9271,66.4148
YAL010C,22.9707,20.2629,20.9666,117.624,133.632,118.596,207.354,231.839,257.014,281.542,293.507
YNL218W,21.9213,23.2612,19.0241,106.39,103.426,106.161,140.574,133.261,135.755,128.768,132.524
YLR423C,22.3874,21.2588,20.5838,84.0741,92.082,91.1394,125.357,131.464,144.667,143.688,127.796
YBL008W,19.9676,23.2533,21.0449,106.314,111.299,105.851,127.072,136.152,158.237,140.09,158.22
YPR066W,22.5282,20.7068,21.1849,91.7459,92.3558,96.5704,114.415,128.531,142.168,114.18,120.851
YGR138C,24.5804,14.7883,25.1736,71.6932,83.4179,72.5079,286.648,240.009,305.141,464.135,527.527
YDR362C,22.6262,22.0104,19.9155,106.71,108.28,115.735,139.876,152.112,155.835,136.667,119.513
YER137C,21.4703,19.9546,23.488,129.241,145.113,139.317,286.517,303.499,304.88,339.911,385.701
YML031W,22.7188,18.8916,23.6555,385.776,396.864,396.574,686.15,651.676,747.43,726.019,733.795
YDR472W,23.4039,20.4474,21.4536,97.5934,95.169,89.0527,131.029,110.98,128.178,130.2,146.734
YCR034W,19.9721,20.9999,24.3664,113.386,106.249,117.038,109.137,105.167,109.132,83.5184,84.1406
YBR105C,19.0146,24.0968,22.2908,41.0714,45.5732,49.9433,48.6127,54.9436,69.5228,53.2482,54.5812
YNL309W,22.918,21.4498,21.4691,52.8112,57.0144,62.6889,75.1538,69.9038,86.561,76.8727,79.8843
YPL109C,29.2241,13.5513,23.2023,147.022,151.077,155.192,248.199,280.476,278.531,313.226,270.948
YDR003W,26.2111,19.7825,20.0479,103.311,125.958,104.183,136.611,131.041,172.811,168.401,162.025
YOL013C,24.2171,16.4322,25.5101,230.218,266.453,238.202,371.56,343.188,395.062,328.509,339.038
YGR257C,24.8651,19.1198,22.2209,122.817,139.934,117.175,146.428,134.828,179.762,94.1104,111.901
YOR319W,19.6319,23.3477,23.4584,76.6423,77.8056,79.6225,106.973,108.17,104.342,107.974,113.652
YLR229C,21.0812,18.6165,26.7471,104.879,123.659,112.08,183.995,169.93,205.117,192.546,227.999
YML076C,22.9063,17.3325,26.2807,121.742,117.032,117.224,161.704,190.3,179.933,186.708,181.98
YGL139W,22.2284,22.6435,21.7653,101.186,121.53,103.556,149.995,123.275,159.612,126.379,147.193
YDL164C,22.6519,21.0816,23.1596,73.9335,85.7252,81.5105,89.0975,108.291,106.357,113.705,111.545
YIR005W,22.178,22.3471,22.5034,58.7999,61.9937,59.2455,71.439,70.2858,75.6671,61.4599,57.2088
YGL065C,21.151,24.0622,21.8781,340.047,330.994,334.894,553.406,540.967,578.837,575.072,560.291
YPL128C,23.7191,23.7057,19.6861,140.469,151.066,144.289,167.458,175.738,174.905,196,173.783
YEL017W,23.3084,16.7251,27.1283,141.3,168.266,142.963,228.073,195.26,283.467,206.019,251.569
YDR067C,22.2589,23.3681,21.6687,115.486,119.686,119.432,192.769,214.551,217.154,258.204,265.989
YHR080C,20.7224,21.3341,25.2506,154.879,156.267,175.209,211.72,249.937,225.884,235.288,220.448
YLR080W,27.2866,15.4574,24.8081,237.828,223.535,218.748,456.393,461.914,491.738,571.277,564.792
YBR220C,24.3422,17.9503,25.3581,152.872,171.721,168.679,475.408,483.63,581.177,1099.54,1166.35
YBR085W,22.5454,21.1236,24.0399,159.479,189.859,176.704,349.005,335.968,375.481,385.095,456.064
YLL027W,23.1233,21.6005,23.1136,83.0759,88.687,76.4419,158.375,136.23,159.748,148.271,179.357
YIL085C,26.6515,8.59356,32.6319,193.841,188.729,174.424,276.702,283.24,274.007,300.329,275.921
YHR067W,20.0351,20.4151,27.8215,71.8674,85.3721,80.1856,111.681,107.975,123.563,147.858,131.692
YPL071C,19.9375,25.6273,22.7812,164.629,150.136,187.891,257.558,314.147,274.996,336.442,288.082
YLR289W,21.8854,22.8169,23.7444,114.198,128.418,116.627,184.444,194.403,206.674,198.902,196.38
YOR097C,22.7382,22.5552,23.2017,254.748,248.92,267.845,426.765,442.584,470.053,469.834,428.286
YPR021C,22.8653,22.5907,23.3534,123.993,136.29,135.474,211.32,189.892,222.766,213.422,225.805
YLR451W,25.2288,22.0594,21.649,135.719,150.169,146.74,222.864,202.443,213.251,218.482,222.535
YML011C,23.7034,19.7765,25.549,55.5674,81.0632,70.5857,87.1475,63.5104,94.7873,77.5964,95.0483
YPL134C,21.6871,24.4136,22.9468,131.749,140.918,138.627,216.06,236.74,243.562,268.914,265.813
YMR066W,23.1349,21.5487,24.395,100.804,114.805,115.403,157.267,154.714,164.349,170.273,183.101
YDR132C,25.138,18.8964,25.2065,82.0506,93.2305,89.296,100.581,105.109,120.009,99.673,110.926
YNL325C,25.275,20.6576,23.4673,80.8947,92.3759,91.0372,94.7461,97.9584,104.091,96.5175,101.301
YLR024C,20.91,21.7922,26.7114,196.32,213.05,208.177,252.736,258.607,275.04,270.524,276.667
YDR219C,22.0972,23.4298,23.9286,156.187,182,177.483,228.71,230.19,233.6,238.984,239.051
YDL033C,24.9332,22.0974,22.7045,70.1642,84.0503,78.8185,128.747,136.315,162.666,165.315,169.88
YBL038W,29.9908,14.4038,25.6368,79.2458,104.293,70.5276,154.358,123.43,188.665,153.902,188.664
YCL004W,20.528,16.6333,32.894,75.2211,86.078,77.4005,133.112,148.248,146.663,157.036,139.083
YGR044C,20.5592,21.411,28.1339,30.3597,42.643,35.4218,73.3026,72.7412,79.7828,101.403,107.456
YGR258C,23.5336,27.0186,19.7801,130.115,164.27,169.248,255.984,262.507,197.054,123.569,126.221
YER141W,18.2741,21.2825,30.8673,206.911,234.274,276.577,429.67,454.748,465.602,513.151,539.596
YDR495C,21.1378,24.0572,25.5211,152.621,167.051,171.485,240.332,246.729,252.674,264.39,299.802
YCR081W,22.8587,24.8063,23.0892,200.019,224.922,201.154,259.766,274.588,305.815,284.965,296.868
YER167W,23.4685,23.7399,23.6175,73.2186,85.7518,74.1328,96.6717,101.381,107.403,92.5135,92.0738
YBL018C,27.4112,21.9446,21.6129,106.043,122.327,118.103,149.925,139.34,149.736,94.6617,103.856
YDR182W,24.0661,19.1579,27.7685,228.765,259.851,267.308,381.557,406.524,420.243,425.669,418.681
YLR212C,21.276,24.0344,25.7568,51.8538,46.3361,51.6827,48.3448,58.0589,63.0858,51.5455,53.6578
YDL240W,24.0763,22.9077,24.3224,82.9026,84.3473,86.267,86.5602,96.9411,92.6121,91.042,89.4142
YGR163W,25.2905,27.5373,18.4877,141.641,123.941,133.701,194.4,219.831,216.918,235.231,228.785
YOR322C,24.4906,22.1771,24.9913,107.949,106.92,115.808,169.095,185.142,188.953,227.983,218.001
YJL161W,23.7745,23.6401,24.3425,137.409,129.323,139.105,303.668,335.316,331.47,427.775,406.471
YNL202W,23.2853,21.1919,27.3442,225.327,227.756,219.667,606.623,646.888,663.504,893.655,908.277
YDR479C,23.2465,23.319,25.2797,169.593,181.412,190.251,313.056,294.359,337.06,360.892,381.832
YJR124C,27.2123,24.2315,20.5024,136.216,166.624,161.435,226.16,197.506,241.098,228.062,229.308
YAL001C,24.9159,24.4806,22.5878,117.277,110.716,112.299,133.034,141.607,153.567,146.465,144.176
YER024W,15.0844,28.6568,28.2714,63.7725,71.4278,60.6125,128.252,127.364,137.5,165.003,175.201
YJL157C,25.2073,19.6637,27.2138,96.2705,99.4827,102.933,72.6872,80.9395,90.377,60.9979,66.2543
YKL160W,29.8856,19.619,22.8077,140.384,149.946,135.374,234.883,221.786,260.94,265.577,261.551
YLR424W,26.4573,24.6495,21.4344,137.779,158.426,141.098,261.513,256.623,270.696,314.621,321.543
YDR142C,24.6647,24.9891,22.9339,95.0519,118.613,92.5672,156.387,138.358,156.095,144.006,171.014
YMR059W,26.5858,21.9206,24.2314,94.1745,103.937,114.595,152.531,160.871,163.497,159.034,178.521
YFR034C,24.6645,21.2811,26.9,56.6262,56.5715,60.4603,56.0862,64.2186,60.8822,56.4749,54.8477
YNL225C,25.5007,21.9258,25.6358,81.0777,91.4936,94.0792,95.3779,97.4099,113.311,71.5011,77.2856
YPR095C,24.37,21.544,27.1855,97.3309,103.315,101.199,113.532,109.422,134.439,144.813,151.825
YOR297C,23.7082,26.6275,22.8958,139.723,119.345,123.987,185.927,233.198,193.951,256.856,233.512
YHR137C-A,23.1351,26.5704,23.6598,90.4575,97.48,107.57,145.976,145.918,140.447,155.142,157.241
YJR052W,22.597,22.9212,27.8569,107.255,116.328,118.144,148.932,152.15,170.813,159.981,165.374
YLR103C,23.8978,27.016,22.7143,104.838,105.938,105.409,115.898,114.815,122.173,116.141,125.397
YFL034C-B,23.3498,24.8083,25.603,123.711,134.644,122.343,191.672,174.838,180.665,213.255,211.555
YGR260W,24.0495,25.8428,24.0326,180.517,160.507,184.953,172.272,159.333,179.938,169.91,178.528
YGR030C,24.2279,28.0179,21.6952,103.464,72.9515,89.9888,94.8133,134.397,100.612,111.441,88.1035
YHR182W,21.97,24.9454,27.1521,156.999,158.64,151.019,202.627,219.836,220.151,217.908,203.866
YLR218C,22.3929,26.5299,25.1734,46.4313,52.0677,39.3032,71.488,80.8324,77.4913,73.6833,82.5404
YAR031W,17.3489,25.4564,31.4157,254.924,281.845,268.783,355.651,369.054,392.232,410.292,432.978
YGL013C,29.1374,22.9916,22.3807,175.224,185.648,187.441,243.301,271.951,257.403,320.156,286.796
YDR206W,27.9952,23.446,23.1106,148.494,169.948,162.076,206.712,214.03,217.516,203.946,204.508
YCL032W,26.3316,20.8649,27.5729,84.1597,91.0696,97.4422,132.33,139.842,142.278,172.949,163.371
YKL017C,26.0842,21.2967,27.4054,104.263,110.221,123.239,172.499,189.046,175.969,187.24,184.178
YDR109C,24.5033,25.9096,24.4011,120.643,140.437,128.375,192.215,188.931,214.497,228.286,230.17
YAR033W,22.4223,18.2399,34.3254,195.294,212.136,197.934,295.314,251.674,325.371,271.43,306.076
Q0085,30.4579,22.059,22.5627,123.529,119.532,128.232,173.78,167.859,176.319,143.326,159.227
YBR024W,26.4746,23.3363,25.539,124.361,135.788,137.516,225.299,246.767,266.603,291.049,311.781
YPL020C,26.7231,22.3718,26.319,103.648,101.224,124.99,161.924,156.705,156.072,178.361,155.509
YMR234W,23.2402,27.6511,24.7594,66.0136,60.7996,65.5189,55.4082,56.7752,65.4309,54.5966,52.2582
YCL074W,26.2986,26.5732,23.0035,65.1476,71.8127,62.5682,99.627,97.6593,98.291,96.4614,98.7971
YMR097C,26.5903,26.8934,22.5037,132.8,145.363,142.638,186.118,182.934,207.292,160.211,157.64
YEL066W,23.7317,19.9474,32.3332,123.32,136.663,118.828,212.353,194.584,234.654,221.29,244.612
YHR084W,24.2739,26.1086,25.6773,59.2741,57.5111,52.1046,48.1255,59.0721,66.1972,48.8462,46.1757
YPL070W,28.8974,21.8158,25.3545,184.783,198.299,194.697,333.426,331.839,358.776,477.742,448.416
YGR056W,24.8034,25.7395,25.5764,62.038,58.8016,64.507,70.3774,75.4743,79.39,69.0913,68.8086
YKL011C,26.5715,25.9062,23.7013,75.075,83.25,81.0729,114.166,115.55,120.688,107.356,117.081
YPR186C,27.3087,23.9624,25.053,93.8949,126.784,121.739,160.357,180.998,174.303,212.883,207.505
YJL209W,22.3664,32.807,21.2794,92.4025,75.0488,97.4452,89.3893,108.395,103.114,106.906,97.5925
YGL136C,22.0475,33.4494,20.992,103.833,84.7842,106.638,117.366,182.906,125.547,184.561,125.513
YGL060W,21.6051,23.8184,31.1944,177.284,172.114,178.642,236.804,228.925,253.827,257.496,261.116
YDR493W,19.8768,32.2599,24.4886,136.861,110.681,124.965,144.305,182.004,166.62,168.402,137.05
YER116C,27.4891,22.2325,26.9627,88.8201,89.2299,91.572,127.384,124.25,116.48,104.402,112.242
YPL183W-A,27.1909,21.9594,27.5418,322.108,326.645,305.131,387.001,374.95,383.293,410.752,416.976
YBR138C,27.3302,28.552,21.0916,90.0548,92.6687,86.8431,167.585,170.977,198.135,281.067,300.446
YPL171C,25.71,24.8398,26.4255,64.6774,75.7292,61.5179,115.548,114.783,111.483,121.425,135.357
YPL230W,27.6863,25.4196,23.8896,21.614,30.4802,27.16,49.3675,46.6608,53.7136,57.0084,45.6912
YDL027C,26.779,25.1121,25.1116,152.223,164.538,137.786,294.679,292.489,307.78,320.552,378.017
YGR003W,24.2352,25.2365,27.5377,195.374,203.623,194.262,279.839,287.231,295.323,311.754,316.948
YMR132C,24.9363,28.3046,23.7975,103.321,123.626,117.124,155.55,164.593,176.747,186.019,174.477
YDL015C,26.351,20.3865,30.5311,245.989,261.405,241.583,398.042,370.961,445.688,401.602,434.44
YLR020C,24.708,28.0199,24.6243,233.564,262.402,236.746,354.863,304.098,389.551,396.452,390.785
YNL058C,27.8385,23.1524,26.6851,53.1231,66.4877,62.5323,205.778,224.614,236.768,704.777,688.27
YDR159W,32.8212,22.7276,22.1403,107.672,117.35,111.474,177.776,202.18,196.196,213.671,205.835
YML067C,27.1476,26.6965,24.1751,236.663,256.693,239.99,366.169,367.879,399.514,364.016,405.396
YDR113C,31.4104,22.0572,24.5894,72.9072,80.5998,78.5479,174.373,162.359,185.564,203.097,221.337
YHR120W,29.8532,24.7325,23.5466,94.9545,108.82,99.9095,110.514,98.033,125.445,94.6742,102.166
YIL079C,27.5683,23.6226,26.9917,153.47,160.43,158.861,231.619,231.963,226.873,223.167,209.205
YOR078W,27.1233,29.9793,21.1353,114.981,101.371,117.444,131.872,166.531,132.597,177.459,146.95
YOR077W,28.2732,21.2818,28.9745,124.282,161.599,129.882,210.222,194.32,248.485,212.489,258.513
YOL137W,22.1206,26.9055,29.6187,195.337,200.407,211.329,263.875,259.094,264.898,243.296,237.955
YDL194W,24.417,24.0296,30.2355,146.312,159.932,187.491,242.732,256.111,253.342,329.989,318.752
YLR405W,25.23,29.9343,23.5396,78.0133,82.1728,89.3016,74.9137,74.9935,89.6665,77.4576,70.6386
YPL081W,25.3517,33.283,20.2924,96.442,98.285,99.585,156.579,156.359,176.962,221.104,218.966
YDR397C,28.7292,21.9069,28.3312,53.994,50.0973,49.6217,42.5299,41.3181,46.1539,35.1317,35.5432
YGL020C,23.4961,29.1825,26.6382,248.229,266.415,270.691,420.578,410.129,437.325,450.37,457.262
YGL003C,24.6525,25.7595,29.0202,76.7627,75.6431,78.8338,105.077,99.9997,105.705,86.1193,84.7445
YPL252C,29.32,26.4891,23.6665,66.9919,64.7223,71.7581,115.611,123.025,124.903,136.921,144.76
YDL108W,29.343,25.5265,24.6503,140.756,145.738,151.59,170.17,183.473,175.738,174.974,153.411
YIL154C,27.2675,26.2658,26.2288,85.8648,89.2834,79.0692,106.441,108.232,105.847,104.674,99.326
YOR110W,30.5061,24.0353,25.3763,52.5082,60.2712,54.4732,83.6239,80.8279,106.366,90.1953,104.571
YKR039W,28.1501,25.7728,26.023,95.9187,100.958,100.083,210.715,195.532,231.947,121.786,147.946
YMR255W,27.6156,23.5548,28.916,136.11,125.637,148.38,185.954,202.385,194.076,220.537,211.648
YGL029W,26.3129,26.6277,27.1859,104.569,109.046,107.521,166.878,168.771,172.839,154.212,146.248
YHR062C,25.9726,25.2472,28.9764,107.936,119.898,118.262,150.671,144.645,165.69,150.167,157.897
YLR412W,24.8175,27.3275,28.1119,118.562,135.618,122.431,194.597,192.377,205.788,172.853,195.068
YJL097W,27.6203,25.7,27.1013,169.56,167.782,171.063,231.756,256.069,262.88,279.326,256.923
YML038C,22.088,30.2306,28.3904,100.413,112.762,105.953,173.141,195.974,196.317,300.677,281.119
YLR151C,29.5113,24.9169,26.8422,105.76,114.4,112.435,212.243,219.742,219.097,312.599,337.402
YJR063W,25.6191,33.431,22.5217,53.9242,53.015,75.887,85.6463,105.199,101.241,125.804,96.8033
YHR116W,24.2318,23.7529,33.5897,82.3673,83.554,88.0956,156.144,171.479,165.007,174.714,180.331
YPL022W,26.0888,24.2848,31.2439,135.361,174.152,157.657,234.689,222.983,237.151,209.952,212.021
YDR499W,27.5174,29.9627,24.2801,52.0601,64.1259,58.8562,63.2638,57.6014,65.3895,46.9074,60.5224
YMR264W,26.0827,21.6248,34.1894,223.241,217.102,222.923,360.655,357.769,380.553,380.907,365.568
YHR181W,31.576,27.1664,23.2449,194.229,181.163,190.163,315.24,324.173,314.257,347.913,343.164
YFL001W,31.0134,23.3643,27.6553,112.548,133.217,114.505,149.218,148.608,181.354,160.172,181.37
YNL261W,31.0181,22.9319,28.1069,242.757,254.738,251.809,417.435,421.916,453.847,544.892,521.243
YGR057C,29.8211,27.5417,24.7298,121.314,143.048,118.626,193.617,192.714,210.011,225.093,262.38
YLR284C,27.105,22.4099,32.5942,155.659,184.538,158.283,327.711,329.725,370.446,505.601,569.693
YGR047C,28.5801,22.3366,31.492,231.906,256.983,236.753,378.287,363.379,384.732,425.165,449.852
YLR067C,27.7047,28.1634,26.7581,138.716,155.236,145.425,221.993,216.075,241.437,253.701,278.986
YDR056C,32.35,26.1691,24.1395,149.916,153.377,129.649,221.754,208.756,236.339,250.483,242.2
YOR152C,23.7128,26.4061,32.6237,173.817,196.105,188.185,505.2,494.928,535.252,576.626,610.218
YKL087C,26.4577,28.2415,28.2533,78.5447,84.8454,92.0888,133.378,128.99,132.431,128.581,148.231
YOL135C,34.5818,20.5525,27.9617,98.4203,119.903,99.2619,141.12,128.927,160.373,124.454,153.354
YLL038C,27.5177,29.225,26.3659,72.8344,72.519,76.1703,98.4045,95.9503,101.799,104.955,104.139
YDR128W,26.2673,29.6149,27.266,119.782,113.904,119.15,153.548,164.097,160.439,160.159,164.145
